0,Medium,EViMA,Sipht,0.0011171470663179843
1,Medium,MOCS_OViC,Sipht,0.001134705276333288
0,Small,EViMA,Sipht,0.0004645306627792009
1,Small,MOCS_OViC,Sipht,0.00038380869670201083
0,Extra large,EViMA,Sipht,0.01591088210117386
1,Extra large,MOCS_OViC,Sipht,0.014705995282275819
0,Large,EViMA,Sipht,0.00191386951638864
1,Large,MOCS_OViC,Sipht,0.0018518963707385798
0,Medium,EViMA,Montage,0.0389220416884304
1,Medium,MOCS_OViC,Montage,0.0388753993545491
0,Small,EViMA,Montage,0.01277544135166638
1,Small,MOCS_OViC,Montage,0.010224729289744262
0,Extra large,EViMA,Montage,0.30246150459945786
1,Extra large,MOCS_OViC,Montage,0.3011712119986294
0,Large,EViMA,Montage,0.0302605602866733
1,Large,MOCS_OViC,Montage,0.0302605602866733
0,Medium,EViMA,Inspiral,0.2997126026275968
1,Medium,MOCS_OViC,Inspiral,0.29969249817333765
0,Small,EViMA,Inspiral,0.1295273486153972
1,Small,MOCS_OViC,Inspiral,0.12952005493471191
0,Extra large,EViMA,Inspiral,6.2696996825088265
1,Extra large,MOCS_OViC,Inspiral,6.27032158029391
0,Large,EViMA,Inspiral,0.6036116391255151
1,Large,MOCS_OViC,Inspiral,0.6036738289040235
0,Extra large,EViMA,Epigenomics,262.85184797353475
1,Extra large,MOCS_OViC,Epigenomics,262.85184797353475
0,Medium,EViMA,Epigenomics,6.9675114305207
1,Medium,MOCS_OViC,Epigenomics,6.967526977965328
0,Small,EViMA,Epigenomics,0.9419219688999331
1,Small,MOCS_OViC,Epigenomics,0.9419062654796646
0,Large,EViMA,Epigenomics,23.378725680821777
1,Large,MOCS_OViC,Epigenomics,23.378699235635587
0,Medium,EViMA,CyberShake,0.15047662309590337
1,Medium,MOCS_OViC,CyberShake,0.13031741104353514
0,Small,EViMA,CyberShake,0.04683501940645418
1,Small,MOCS_OViC,CyberShake,0.04598308386071906
0,Extra large,EViMA,CyberShake,2.812315079418575
1,Extra large,MOCS_OViC,CyberShake,2.812315079418575
0,Large,EViMA,CyberShake,0.2456017003686571
1,Large,MOCS_OViC,CyberShake,0.2455442039389128
